ewma_01,ewma_005,ewma_001,price,buy_signal,price_diff,timestamp
2525.4200000000005,2525.17,2524.97,2529.92,0,-0.0016126992157854505,1623188760
2529.8900000000003,2529.9049999999997,2529.9170000000004,2529.62,0,-0.0013045437654666421,1623188820
2529.31,2529.4649999999997,2529.5889999999995,2526.52,0,-0.0000791602678782745,1623188880
2526.882,2526.701,2526.5562,2530.14,0,-0.0033515931924715703,1623188940
2530.5689999999995,2530.3545,2530.1829000000002,2534.43,0,-0.005038608286675893,1623189000
2534.295,2534.3624999999997,2534.4165,2533.08,0,-0.004508345571399274,1623189060
2532.892,2532.986,2533.0611999999996,2531.2,0,-0.006009007585335034,1623189120
2531.36,2531.2799999999997,2531.216,2532.8,0,-0.006636923562855495,1623189180
2532.5410000000006,2532.6704999999997,2532.7741,2530.21,0,-0.003790199232474832,1623189240
2529.9500000000003,2530.08,2530.184,2527.61,0,-0.0027654582787693654,1623189300
2527.739,2527.6745,2527.6229000000003,2528.9,0,-0.003274150816560639,1623189360
2528.3340000000003,2528.6169999999997,2528.8433999999997,2523.24,0,0.0011017580571012668,1623189420
2523.4289999999996,2523.3344999999995,2523.2589,2525.13,0,0.0003524571012185007,1623189480
2524.623,2524.8765000000003,2525.0793000000003,2520.06,0,0.002365023055006641,1623189540
2520.4120000000003,2520.236,2520.0951999999997,2523.58,0,0.001680152798801796,1623189600
2523.2200000000003,2523.3999999999996,2523.544,2519.98,0,0.0031111358026651584,1623189660
2520.392,2520.1859999999997,2520.0212,2524.1,0,0.0014737926389605225,1623189720
2524.507,2524.3035,2524.1407,2528.17,0,0.0042679091991440305,1623189780
2527.922,2528.0460000000003,2528.1452,2525.69,0,0.005254009795343047,1623189840
2526.078,2525.884,2525.7288000000003,2529.57,0,0.002984697003838489,1623189900
2529.746,2529.658,2529.5876,2531.33,0,0.0022873351163222354,1623189960
2531.3450000000003,2531.3375,2531.3315000000002,2531.48,0,0.00222794570764923,1623190020
2531.29,2531.3849999999998,2531.461,2529.58,0,0.0008222708908197911,1623190080
2529.745,2529.6624999999995,2529.5965,2531.23,0,0.00016987788545483275,1623190140
2530.854,2531.042,2531.1924,2527.47,0,0.0016577842664799404,1623190200
2527.448,2527.459,2527.4678,2527.25,0,0.0029003857948362555,1623190260
2526.937,2527.0935,2527.2187,2524.12,0,0.00414401850942112,1623190320
2523.945,2524.0325,2524.1025,2522.37,0,0.004840685545736762,1623190380
2522.268,2522.319,2522.3597999999997,2521.35,0,0.003827314732187158,1623190440
2522.29,2521.8199999999997,2521.444,2530.75,0,0.00009878494517435543,1623190500
